local_government,tax,fy_total,fy
LAKE COUNTY GOVERNMENT,INC,8079271.02,2020
LAKE COUNTY GOVERNMENT,INC,10670235.07,2021
LAKE COUNTY GOVERNMENT,INC,12653796.15,2022
LAKE COUNTY GOVERNMENT,INC,12880104.51,2023
LAKE COUNTY GOVERNMENT,INC,13769660.8,2024
LAKE COUNTY GOVERNMENT,INC,14687785.52,2025
LAKE FOREST,INC,1653906.06,2012
LAKE FOREST,INC,1817528.55,2013
LAKE FOREST,INC,1847045.3,2014
LAKE FOREST,INC,1987105.26,2015
LAKE FOREST,INC,1963899.06,2016
LAKE FOREST,INC,1834802.19,2017
LAKE FOREST,INC,1751467.4,2018
LAKE FOREST,INC,2003195.96,2019
LAKE FOREST,INC,1905696.9,2020
LAKE FOREST,INC,2516840.15,2021
LAKE FOREST,INC,2971692.56,2022
LAKE FOREST,INC,3018283.25,2023
LAKE FOREST,INC,3226739.08,2024
LAKE FOREST,INC,3441888.51,2025
LAKE IN THE HILLS,INC,2472536.18,2012
LAKE IN THE HILLS,INC,2717146.87,2013
LAKE IN THE HILLS,INC,2761273.55,2014
LAKE IN THE HILLS,INC,2970658.08,2015
LAKE IN THE HILLS,INC,2935965.52,2016
LAKE IN THE HILLS,INC,2748317.65,2017
LAKE IN THE HILLS,INC,2642161.67,2018
LAKE IN THE HILLS,INC,3021904.99,2019
LAKE IN THE HILLS,INC,2874823.79,2020
LAKE IN THE HILLS,INC,3796759.09,2021
LAKE IN THE HILLS,INC,4458960.46,2022
LAKE IN THE HILLS,INC,4516748.07,2023
LAKE IN THE HILLS,INC,4828694.42,2024
LAKE IN THE HILLS,INC,5150659.29,2025
LAKE KA-HO,INC,20230.54,2012
LAKE KA-HO,INC,22232.25,2013
LAKE KA-HO,INC,22593.43,2014
LAKE KA-HO,INC,24306.69,2015
LAKE KA-HO,INC,24022.51,2016
LAKE KA-HO,INC,22444.04,2017
LAKE KA-HO,INC,21424.56,2018
LAKE KA-HO,INC,24503.21,2019
LAKE KA-HO,INC,23310.5,2020
LAKE KA-HO,INC,30786,2021
LAKE KA-HO,INC,31955.19,2022
LAKE KA-HO,INC,30233.34,2023
LAKE KA-HO,INC,32321.4,2024
LAKE KA-HO,INC,34477.8,2025
LAKE VILLA,INC,746156.78,2012
LAKE VILLA,INC,819974.96,2013
LAKE VILLA,INC,833291.46,2014
LAKE VILLA,INC,896479.44,2015
LAKE VILLA,INC,886009.77,2016
LAKE VILLA,INC,827767.96,2017
LAKE VILLA,INC,790171.6,2018
LAKE VILLA,INC,903738.92,2019
LAKE VILLA,INC,859752.72,2020
LAKE VILLA,INC,1135469.27,2021
LAKE VILLA,INC,1341044.25,2022
LAKE VILLA,INC,1362255.97,2023
LAKE VILLA,INC,1456339.34,2024
LAKE VILLA,INC,1553443.73,2025
LAKE ZURICH,INC,1675758.66,2012
LAKE ZURICH,INC,1841543.39,2013
LAKE ZURICH,INC,1871450.21,2014
LAKE ZURICH,INC,2013360.51,2015
LAKE ZURICH,INC,1989848.12,2016
LAKE ZURICH,INC,1859044.96,2017
LAKE ZURICH,INC,1774609.1,2018
LAKE ZURICH,INC,2029663.77,2019
LAKE ZURICH,INC,1930876.67,2020
LAKE ZURICH,INC,2550094.92,2021
LAKE ZURICH,INC,3024898.41,2022
LAKE ZURICH,INC,3079374.94,2023
LAKE ZURICH,INC,3292050.03,2024
LAKE ZURICH,INC,3511555.22,2025
LAKEMOOR,INC,513628.7,2012
LAKEMOOR,INC,564442.81,2013
LAKEMOOR,INC,573609.52,2014
LAKEMOOR,INC,617105.25,2015
LAKEMOOR,INC,609898.46,2016
LAKEMOOR,INC,569806.34,2017
LAKEMOOR,INC,543926.8,2018
LAKEMOOR,INC,622102.5,2019
LAKEMOOR,INC,591823.91,2020
LAKEMOOR,INC,781617.56,2021
LAKEMOOR,INC,940028.75,2022
LAKEMOOR,INC,963443.75,2023
LAKEMOOR,INC,1029983.33,2024
LAKEMOOR,INC,1098660.57,2025
LAKEWOOD,INC,325318.49,2012
LAKEWOOD,INC,357502.04,2013
LAKEWOOD,INC,363307.6,2014
LAKEWOOD,INC,390857.59,2015
LAKEWOOD,INC,386292.9,2016
LAKEWOOD,INC,360899.71,2017
LAKEWOOD,INC,344508.07,2018
LAKEWOOD,INC,394022.15,2019
LAKEWOOD,INC,374844.8,2020
LAKEWOOD,INC,495054.85,2021
LAKEWOOD,INC,633030.96,2022
LAKEWOOD,INC,667491.93,2023
LAKEWOOD,INC,713591.85,2024
LAKEWOOD,INC,761172.32,2025
LAMOILLE,INC,61973.1,2012
LAMOILLE,INC,68104.16,2013
LAMOILLE,INC,69210.25,2014
LAMOILLE,INC,74459.02,2015
LAMOILLE,INC,73589.39,2016
LAMOILLE,INC,68751.93,2017
LAMOILLE,INC,65628.89,2018
LAMOILLE,INC,75061.72,2019
LAMOILLE,INC,71408.19,2020
LAMOILLE,INC,94308.26,2021
LAMOILLE,INC,106568.5,2022
LAMOILLE,INC,105819.73,2023
LAMOILLE,INC,113128.1,2024
LAMOILLE,INC,120671.74,2025
LANARK,INC,124373.35,2012
LANARK,INC,136677.73,2013
LANARK,INC,138897.45,2014
LANARK,INC,149430.3,2015
LANARK,INC,147684.95,2016
LANARK,INC,137977.06,2017
LANARK,INC,131710.26,2018
LANARK,INC,150640.63,2019
LANARK,INC,143309.02,2020
LANARK,INC,189267.17,2021
LANARK,INC,228347.01,2022
LANARK,INC,234392.83,2023
LANARK,INC,250581.02,2024
LANARK,INC,267289.95,2025
LANSING,INC,2418416.09,2012
LANSING,INC,2657672.74,2013
LANSING,INC,2700833.55,2014
LANSING,INC,2905635.11,2015
LANSING,INC,2871702.11,2016
LANSING,INC,2682930.67,2017
LANSING,INC,2561074.47,2018
LANSING,INC,2929164,2019
LANSING,INC,2786597.01,2020
LANSING,INC,3680238.61,2021
LANSING,INC,4422851.77,2022
LANSING,INC,4531398.5,2023
LANSING,INC,4844356.67,2024
LANSING,INC,5167365.62,2025
LATHAM,INC,32438.32,2012
LATHAM,INC,35647.1,2013
LATHAM,INC,36225.81,2014
LATHAM,INC,38972.93,2015
LATHAM,INC,38517.84,2016
LATHAM,INC,35985.73,2017
LATHAM,INC,34351.24,2018
LATHAM,INC,39288.06,2019
LATHAM,INC,37375.82,2020
LATHAM,INC,49361.97,2021
LATHAM,INC,53484.86,2022
LATHAM,INC,51896.5,2023
LATHAM,INC,55480.69,2024
LATHAM,INC,59180.8,2025
LAWRENCE COUNTY GOVERNMENT,INC,566297.58,2012
LAWRENCE COUNTY GOVERNMENT,INC,622322.13,2013
LAWRENCE COUNTY GOVERNMENT,INC,632428.76,2014
LAWRENCE COUNTY GOVERNMENT,INC,680384.67,2015
LAWRENCE COUNTY GOVERNMENT,INC,672438.78,2016
LAWRENCE COUNTY GOVERNMENT,INC,628236.24,2017
LAWRENCE COUNTY GOVERNMENT,INC,599702.32,2018
LAWRENCE COUNTY GOVERNMENT,INC,685893.83,2019
LAWRENCE COUNTY GOVERNMENT,INC,652510.21,2020
LAWRENCE COUNTY GOVERNMENT,INC,861765.54,2021
LAWRENCE COUNTY GOVERNMENT,INC,954793.03,2022
LAWRENCE COUNTY GOVERNMENT,INC,938040.59,2023
LAWRENCE COUNTY GOVERNMENT,INC,1002825.78,2024
LAWRENCE COUNTY GOVERNMENT,INC,1069691.82,2025
LAWRENCEVILLE,INC,371158.4,2012
LAWRENCEVILLE,INC,407876.73,2013
LAWRENCEVILLE,INC,414500.31,2014
LAWRENCEVILLE,INC,445932.4,2015
LAWRENCEVILLE,INC,440724.67,2016
LAWRENCEVILLE,INC,411753.35,2017
LAWRENCEVILLE,INC,393051.99,2018
LAWRENCEVILLE,INC,449542.75,2019
LAWRENCEVILLE,INC,427662.59,2020
LAWRENCEVILLE,INC,564810.92,2021
LAWRENCEVILLE,INC,648222.8,2022
LAWRENCEVILLE,INC,648945.77,2023
LAWRENCEVILLE,INC,693764.82,2024
LAWRENCEVILLE,INC,740022.91,2025
LEAF RIVER,INC,37816.04,2012
LEAF RIVER,INC,41556.91,2013
LEAF RIVER,INC,42231.64,2014
LEAF RIVER,INC,45434.13,2015
LEAF RIVER,INC,44903.72,2016
LEAF RIVER,INC,41951.86,2017
LEAF RIVER,INC,40046.13,2018
LEAF RIVER,INC,45802.04,2019
LEAF RIVER,INC,43572.61,2020
LEAF RIVER,INC,57546.06,2021
LEAF RIVER,INC,66838.14,2022
LEAF RIVER,INC,67325.66,2023
LEAF RIVER,INC,71975.46,2024
LEAF RIVER,INC,76775.31,2025
LEBANON,INC,377133.05,2012
LEBANON,INC,414443.29,2013
LEBANON,INC,421173.94,2014
LEBANON,INC,453111.17,2015
LEBANON,INC,447819.65,2016
LEBANON,INC,418382.03,2017
LEBANON,INC,399379.7,2018
LEBANON,INC,456780.55,2019
LEBANON,INC,434548.34,2020
LEBANON,INC,573904.88,2021
LEBANON,INC,705773.42,2022
LEBANON,INC,731077.62,2023
LEBANON,INC,781569.03,2024
LEBANON,INC,833680.61,2025
LEE,INC,28768.11,2012
LEE,INC,31613.74,2013
LEE,INC,32126.96,2014
LEE,INC,34563.37,2015
LEE,INC,34159.1,2016
LEE,INC,31914.12,2017
LEE,INC,30464.46,2018
LEE,INC,34843.03,2019
LEE,INC,33147.11,2020
LEE,INC,43777.14,2021
LEE,INC,49244.01,2022
LEE,INC,48779.53,2023
LEE,INC,52148.44,2024
LEE,INC,55625.75,2025
LEE COUNTY GOVERNMENT,INC,1134728.73,2012
LEE COUNTY GOVERNMENT,INC,1246988.95,2013
LEE COUNTY GOVERNMENT,INC,1267240.3,2014
LEE COUNTY GOVERNMENT,INC,1363333.68,2015
LEE COUNTY GOVERNMENT,INC,1347411.76,2016
LEE COUNTY GOVERNMENT,INC,1258840.08,2017
LEE COUNTY GOVERNMENT,INC,1201664.82,2018
LEE COUNTY GOVERNMENT,INC,1374372.96,2019
LEE COUNTY GOVERNMENT,INC,1307479.88,2020
LEE COUNTY GOVERNMENT,INC,1726779.27,2021
LEE COUNTY GOVERNMENT,INC,1953984.66,2022
LEE COUNTY GOVERNMENT,INC,1941693.59,2023
LEE COUNTY GOVERNMENT,INC,2075795.46,2024
LEE COUNTY GOVERNMENT,INC,2214203.54,2025
LELAND,INC,83399.65,2012
LELAND,INC,91650.74,2013
LELAND,INC,93139.26,2014
LELAND,INC,100201.15,2015
LELAND,INC,99031.03,2016
LELAND,INC,92521.26,2017
LELAND,INC,88319.17,2018
LELAND,INC,101013.01,2019
LELAND,INC,96096.59,2020
LELAND,INC,126914.06,2021
LELAND,INC,147227.83,2022
LELAND,INC,148209.52,2023
LELAND,INC,158445.51,2024
LELAND,INC,169011.24,2025
LELAND GROVE,INC,128300.94,2012
LELAND GROVE,INC,140993.18,2013
LELAND GROVE,INC,143282.55,2014
LELAND GROVE,INC,154147.87,2015
LELAND GROVE,INC,152347.76,2016
LELAND GROVE,INC,142333.28,2017
LELAND GROVE,INC,135868.5,2018
LELAND GROVE,INC,155396.41,2019
LELAND GROVE,INC,147832.8,2020
LELAND GROVE,INC,195241.72,2021
LELAND GROVE,INC,225571.29,2022
LELAND GROVE,INC,226601.39,2023
LELAND GROVE,INC,242251.47,2024
LELAND GROVE,INC,258403.5,2025
LEMONT,INC,1365806.65,2012
LEMONT,INC,1500926.67,2013
LEMONT,INC,1525301.54,2014
LEMONT,INC,1640964.42,2015
LEMONT,INC,1621800.78,2016
LEMONT,INC,1515191.84,2017
LEMONT,INC,1446372.66,2018
LEMONT,INC,1654252.11,2019
LEMONT,INC,1573737.05,2020
LEMONT,INC,2078423.14,2021
LEMONT,INC,2621577.67,2022
LEMONT,INC,2747421.12,2023
LEMONT,INC,2937170.01,2024
LEMONT,INC,3133013.04,2025
LENA,INC,248576.93,2012
LENA,INC,273168.92,2013
LENA,INC,277605.16,2014
LENA,INC,298655.09,2015
LENA,INC,295167.45,2016
LENA,INC,275764.76,2017
LENA,INC,263239.96,2018
LENA,INC,301074,2019
LENA,INC,286420.45,2020
LENA,INC,378273.42,2021
LENA,INC,432418.82,2022
LENA,INC,432006.86,2023
LENA,INC,461843.13,2024
LENA,INC,492638.22,2025
LENZBURG,INC,44474.13,2012
LENZBURG,INC,48873.79,2013
LENZBURG,INC,49667.37,2014
LENZBURG,INC,53433.6,2015
LENZBURG,INC,52809.31,2016
LENZBURG,INC,49338.17,2017
LENZBURG,INC,47097.41,2018
LENZBURG,INC,53866.61,2019
LENZBURG,INC,51244.85,2020
LENZBURG,INC,67678.68,2021
LENZBURG,INC,74503.28,2022
LENZBURG,INC,72936.63,2023
LENZBURG,INC,77973.96,2024
LENZBURG,INC,83173.27,2025
LEONORE,INC,11097.18,2012
LEONORE,INC,12195.17,2013
LEONORE,INC,12393.27,2014
LEONORE,INC,13332.85,2015
LEONORE,INC,13177.32,2016
LEONORE,INC,12310.98,2017
LEONORE,INC,11751.68,2018
LEONORE,INC,13440.61,2019
LEONORE,INC,12786.19,2020
LEONORE,INC,16886.64,2021
LEONORE,INC,19022.64,2022
LEONORE,INC,18857.67,2023
LEONORE,INC,20160.04,2024
LEONORE,INC,21504.81,2025
LERNA,INC,24413.34,2012
LERNA,INC,26828.89,2013
LERNA,INC,27264.74,2014
LERNA,INC,29332.28,2015
LERNA,INC,28989.78,2016
LERNA,INC,27083.87,2017
LERNA,INC,25853.74,2018
LERNA,INC,29569.8,2019
LERNA,INC,28130.65,2020
LERNA,INC,37151.95,2021
LERNA,INC,37732.38,2022
LERNA,INC,35221.33,2023
LERNA,INC,37653.86,2024
LERNA,INC,40165.18,2025
LEROY,INC,303891.92,2012
LEROY,INC,333956.21,2013
LEROY,INC,339379.67,2014
LEROY,INC,365114.82,2015
LEROY,INC,360850.87,2016
LEROY,INC,337129.9,2017
LEROY,INC,321817.96,2018
LEROY,INC,368071.15,2019
LEROY,INC,350156.39,2020
LEROY,INC,462449.04,2021
LEROY,INC,541258.23,2022
LEROY,INC,547333.28,2023
LEROY,INC,585134.51,2024
LEROY,INC,624149.68,2025
LEWISTOWN,INC,203504.77,2012
LEWISTOWN,INC,223637.97,2013
LEWISTOWN,INC,227269.99,2014
LEWISTOWN,INC,244503.65,2015
LEWISTOWN,INC,241648.12,2016
LEWISTOWN,INC,225763.69,2017
LEWISTOWN,INC,215509.59,2018
LEWISTOWN,INC,246483.49,2019
LEWISTOWN,INC,234486.65,2020
LEWISTOWN,INC,309684.85,2021
LEWISTOWN,INC,330619.07,2022
LEWISTOWN,INC,318082.17,2023
LEWISTOWN,INC,340050.32,2024
LEWISTOWN,INC,362724.19,2025
LEXINGTON,INC,175847.26,2012
LEXINGTON,INC,193243.91,2013
LEXINGTON,INC,196382.21,2014
LEXINGTON,INC,211274.27,2015
LEXINGTON,INC,208806.69,2016
LEXINGTON,INC,195080.98,2017
LEXINGTON,INC,186220.4,2018
LEXINGTON,INC,212985.08,2019
LEXINGTON,INC,202618.68,2020
LEXINGTON,INC,267597.04,2021
LEXINGTON,INC,319118.26,2022
LEXINGTON,INC,325719.87,2023
LEXINGTON,INC,348215.52,2024
LEXINGTON,INC,371433.71,2025
LIBERTY,INC,44046.98,2012
LIBERTY,INC,48405.13,2013
LIBERTY,INC,49191.57,2014
LIBERTY,INC,52921.34,2015
LIBERTY,INC,52303.16,2016
LIBERTY,INC,48865.03,2017
LIBERTY,INC,46645.62,2018
LIBERTY,INC,53349.97,2019
LIBERTY,INC,50753.45,2020
LIBERTY,INC,67029.73,2021
LIBERTY,INC,81929.94,2022
LIBERTY,INC,84623.83,2023
LIBERTY,INC,90468.31,2024
LIBERTY,INC,96501.49,2025
LIBERTYVILLE,INC,1734146.97,2012
LIBERTYVILLE,INC,1905708.06,2013
LIBERTYVILLE,INC,1936656.92,2014
LIBERTYVILLE,INC,2083512.01,2015
LIBERTYVILLE,INC,2059180.29,2016
LIBERTYVILLE,INC,1923819.59,2017
LIBERTYVILLE,INC,1836441.52,2018
LIBERTYVILLE,INC,2100383.96,2019
LIBERTYVILLE,INC,1998154.93,2020
LIBERTYVILLE,INC,2638948.83,2021
LIBERTYVILLE,INC,3143768.69,2022
LIBERTYVILLE,INC,3207169.31,2023
LIBERTYVILLE,INC,3428670.45,2024
LIBERTYVILLE,INC,3657285.21,2025
LILY LAKE,INC,84765.46,2012
LILY LAKE,INC,93151.68,2013
LILY LAKE,INC,94664.59,2014
LILY LAKE,INC,101842.56,2015
LILY LAKE,INC,100653.53,2016
LILY LAKE,INC,94036.51,2017
LILY LAKE,INC,89765.48,2018
LILY LAKE,INC,102666.69,2019
LILY LAKE,INC,97669.52,2020
LILY LAKE,INC,128991.43,2021
LILY LAKE,INC,156340.15,2022
LILY LAKE,INC,160833.2,2023
LILY LAKE,INC,171941.07,2024
LILY LAKE,INC,183405.99,2025
LIMA,INC,13914.19,2012
LIMA,INC,15290.9,2013
LIMA,INC,15539.33,2014
LIMA,INC,16717.87,2015
LIMA,INC,16522.48,2016
LIMA,INC,15436.02,2017
LIMA,INC,14735.25,2018
LIMA,INC,16852.51,2019
LIMA,INC,16032.13,2020
LIMA,INC,21173.53,2021
LIMA,INC,23470.56,2022
LIMA,INC,23064.9,2023
LIMA,INC,24657.85,2024
LIMA,INC,26301.9,2025
LIMESTONE,INC,136410.25,2012
LIMESTONE,INC,149904.86,2013
LIMESTONE,INC,152339.02,2014
LIMESTONE,INC,163891.42,2015
LIMESTONE,INC,161977.31,2016
LIMESTONE,INC,151329.74,2017
LIMESTONE,INC,144456.25,2018
LIMESTONE,INC,165218.23,2019
LIMESTONE,INC,157176.76,2020
LIMESTONE,INC,207582.2,2021
LIMESTONE,INC,241067.9,2022
LIMESTONE,INC,242809.31,2023
LIMESTONE,INC,259578.77,2024
LIMESTONE,INC,276886.21,2025
LINCOLN,INC,1238103.75,2012
LINCOLN,INC,1360590.72,2013
LINCOLN,INC,1382686.79,2014
LINCOLN,INC,1487533.94,2015
LINCOLN,INC,1470162.12,2016
LINCOLN,INC,1373521.08,2017
LINCOLN,INC,1311137.08,2018
LINCOLN,INC,1499579.81,2019
LINCOLN,INC,1426593.15,2020
LINCOLN,INC,1884091.29,2021
LINCOLN,INC,2100649.36,2022
LINCOLN,INC,2070891.72,2023
LINCOLN,INC,2213916.56,2024
LINCOLN,INC,2361534.43,2025
LINCOLNSHIRE,INC,621014.56,2012
LINCOLNSHIRE,INC,682452.27,2013
LINCOLNSHIRE,INC,693535.39,2014
LINCOLNSHIRE,INC,746125.94,2015
LINCOLNSHIRE,INC,737412.19,2016
LINCOLNSHIRE,INC,688938.64,2017
LINCOLNSHIRE,INC,657647.66,2018
LINCOLNSHIRE,INC,752167.88,2019
LINCOLNSHIRE,INC,715558.48,2020
LINCOLNSHIRE,INC,945032.92,2021
LINCOLNSHIRE,INC,1184246.18,2022
LINCOLNSHIRE,INC,1237422.86,2023
LINCOLNSHIRE,INC,1322884.68,2024
LINCOLNSHIRE,INC,1411090.98,2025
LINCOLNWOOD,INC,1074719.42,2012
LINCOLNWOOD,INC,1181042.11,2013
LINCOLNWOOD,INC,1200222.11,2014
LINCOLNWOOD,INC,1291234.08,2015
LINCOLNWOOD,INC,1276154.34,2016
LINCOLNWOOD,INC,1192266.28,2017
LINCOLNWOOD,INC,1138114.39,2018
LINCOLNWOOD,INC,1301689.92,2019
LINCOLNWOOD,INC,1238334.89,2020
LINCOLNWOOD,INC,1635459.94,2021
LINCOLNWOOD,INC,2020978.88,2022
LINCOLNWOOD,INC,2098163.85,2023
LINCOLNWOOD,INC,2243072.18,2024
LINCOLNWOOD,INC,2392634.82,2025
LINDENHURST,INC,1234517.87,2012
LINDENHURST,INC,1356650.03,2013
LINDENHURST,INC,1378682.11,2014
LINDENHURST,INC,1483226.2,2015
LINDENHURST,INC,1465904.87,2016
LINDENHURST,INC,1369543.44,2017
LINDENHURST,INC,1307340.38,2018
LINDENHURST,INC,1495237.5,2019
LINDENHURST,INC,1422461.96,2020
LINDENHURST,INC,1878635.25,2021
LINDENHURST,INC,2213023.67,2022
LINDENHURST,INC,2245127.34,2023
LINDENHURST,INC,2400185.65,2024
LINDENHURST,INC,2560223.54,2025
LISBON,INC,24327.92,2012
LISBON,INC,26735,2013
LISBON,INC,27169.35,2014
LISBON,INC,29229.6,2015
LISBON,INC,28888.27,2016
LISBON,INC,26989.22,2017
LISBON,INC,25763.41,2018
LISBON,INC,29466.26,2019
LISBON,INC,28031.86,2020
LISBON,INC,37021.48,2021
LISBON,INC,42290.23,2022
LISBON,INC,42234.04,2023
LISBON,INC,45150.9,2024
LISBON,INC,48162,2025
LISLE,INC,1911275.7,2012
LISLE,INC,2100359.44,2013
LISLE,INC,2134468.97,2014
LISLE,INC,2296323.96,2015
LISLE,INC,2269506.65,2016
LISLE,INC,2127598.94,2017
LISLE,INC,2118936.3,2018
LISLE,INC,2423479.62,2019
LISLE,INC,2305525.2,2020
LISLE,INC,3044890.51,2021
LISLE,INC,3676366.31,2022
LISLE,INC,3775073.49,2023
LISLE,INC,4035796.57,2024
LISLE,INC,4304893.88,2025
LITCHFIELD,INC,592333.01,2012
LITCHFIELD,INC,650932.83,2013
LITCHFIELD,INC,661503.93,2014
LITCHFIELD,INC,711665.89,2015
LITCHFIELD,INC,703354.21,2016
LITCHFIELD,INC,657119.54,2017
LITCHFIELD,INC,627273.64,2018
LITCHFIELD,INC,717428.44,2019
LITCHFIELD,INC,682510.15,2020
LITCHFIELD,INC,901386.25,2021
LITCHFIELD,INC,1030369.8,2022
LITCHFIELD,INC,1029367.64,2023
LITCHFIELD,INC,1100460.26,2024
LITCHFIELD,INC,1173835.57,2025
LITTLE YORK,INC,28255.52,2012
LITTLE YORK,INC,31050.45,2013
LITTLE YORK,INC,31554.49,2014
LITTLE YORK,INC,33947.81,2015
LITTLE YORK,INC,33551.47,2016
LITTLE YORK,INC,31345.55,2017
LITTLE YORK,INC,29922,2018
LITTLE YORK,INC,34222.52,2019
LITTLE YORK,INC,32556.94,2020
LITTLE YORK,INC,42997.7,2021
LITTLE YORK,INC,45865.78,2022
LITTLE YORK,INC,44105.03,2023
LITTLE YORK,INC,47151.11,2024
LITTLE YORK,INC,50294.35,2025
LITTLETON,INC,15450.82,2012
LITTLETON,INC,16979.61,2013
LITTLETON,INC,17255.41,2014
LITTLETON,INC,18563.33,2015
LITTLETON,INC,18346.63,2016
LITTLETON,INC,17140.39,2017
LITTLETON,INC,16361.84,2018
LITTLETON,INC,18713.57,2019
LITTLETON,INC,17802.67,2020
LITTLETON,INC,23511.84,2021
LITTLETON,INC,23467.14,2022
LITTLETON,INC,21663.14,2023
LITTLETON,INC,23159.29,2024
LITTLETON,INC,24703.01,2025
LIVERPOOL,INC,11011.76,2012
LIVERPOOL,INC,12101.27,2013
LIVERPOOL,INC,12297.86,2014
LIVERPOOL,INC,13230.41,2015
LIVERPOOL,INC,13075.82,2016
LIVERPOOL,INC,12216.55,2017
LIVERPOOL,INC,11661.33,2018
LIVERPOOL,INC,13337.55,2019
LIVERPOOL,INC,12688.68,2020
LIVERPOOL,INC,16757.85,2021
LIVERPOOL,INC,16206.91,2022
LIVERPOOL,INC,14650.41,2023
LIVERPOOL,INC,15662.27,2024
LIVERPOOL,INC,16706.34,2025
LIVINGSTON,INC,73241.14,2012
LIVINGSTON,INC,80487.09,2013
LIVINGSTON,INC,81794.26,2014
LIVINGSTON,INC,87996.35,2015
LIVINGSTON,INC,86968.79,2016
LIVINGSTON,INC,81252.37,2017
LIVINGSTON,INC,77561.74,2018
LIVINGSTON,INC,88709.41,2019
LIVINGSTON,INC,84391.95,2020
LIVINGSTON,INC,111455.84,2021
LIVINGSTON,INC,121903.42,2022
LIVINGSTON,INC,118910.68,2023
LIVINGSTON,INC,127123.14,2024
LIVINGSTON,INC,135599.41,2025
LIVINGSTON COUNTY GOVERNMENT,INC,1046207.63,2012
LIVINGSTON COUNTY GOVERNMENT,INC,1149710.03,2013
LIVINGSTON COUNTY GOVERNMENT,INC,1168381.36,2014
LIVINGSTON COUNTY GOVERNMENT,INC,1256978.71,2015
LIVINGSTON COUNTY GOVERNMENT,INC,1242299.32,2016
LIVINGSTON COUNTY GOVERNMENT,INC,1160636.53,2017
LIVINGSTON COUNTY GOVERNMENT,INC,1107921.77,2018
LIVINGSTON COUNTY GOVERNMENT,INC,1267157.37,2019
LIVINGSTON COUNTY GOVERNMENT,INC,1205482.86,2020
LIVINGSTON COUNTY GOVERNMENT,INC,1592072.53,2021
LIVINGSTON COUNTY GOVERNMENT,INC,1725339.51,2022
LIVINGSTON COUNTY GOVERNMENT,INC,1674261.93,2023
LIVINGSTON COUNTY GOVERNMENT,INC,1789893.77,2024
LIVINGSTON COUNTY GOVERNMENT,INC,1909239.04,2025
LOAMI,INC,63595.16,2012
LOAMI,INC,69886.74,2013
LOAMI,INC,71021.7,2014
LOAMI,INC,76407.36,2015
LOAMI,INC,75515.04,2016
LOAMI,INC,70551.03,2017
LOAMI,INC,67346.8,2018
LOAMI,INC,77026.32,2019
LOAMI,INC,73277.46,2020
LOAMI,INC,96777.02,2021
LOAMI,INC,121161.41,2022
LOAMI,INC,126548.35,2023
LOAMI,INC,135288.35,2024
LOAMI,INC,144308.94,2025
LOCKPORT,INC,2120329.09,2012
LOCKPORT,INC,2330094.97,2013
LOCKPORT,INC,2367935.61,2014
LOCKPORT,INC,2547494.58,2015
LOCKPORT,INC,2517744.15,2016
LOCKPORT,INC,2352239.77,2017
LOCKPORT,INC,2293323.12,2018
LOCKPORT,INC,2645770.06,2019
LOCKPORT,INC,2516996.43,2020
LOCKPORT,INC,3324179.08,2021
LOCKPORT,INC,3977642.56,2022
LOCKPORT,INC,4066664.3,2023
LOCKPORT,INC,4347525.92,2024
LOCKPORT,INC,4637406.57,2025
LODA,INC,34742.71,2012
LODA,INC,38179.54,2013
LODA,INC,38799.42,2014
LODA,INC,41741.95,2015
LODA,INC,41254.07,2016
LODA,INC,38542.75,2017
LODA,INC,36792.12,2018
LODA,INC,42079.73,2019
LODA,INC,40031.58,2020
LODA,INC,52869.42,2021
LODA,INC,57217.38,2022
LODA,INC,55480.72,2023
LODA,INC,59312.46,2024
LODA,INC,63267.3,2025
LOGAN COUNTY GOVERNMENT,INC,851836.24,2012
LOGAN COUNTY GOVERNMENT,INC,936109.14,2013
LOGAN COUNTY GOVERNMENT,INC,951311.54,2014
LOGAN COUNTY GOVERNMENT,INC,1023448.71,2015
LOGAN COUNTY GOVERNMENT,INC,1011496.36,2016
LOGAN COUNTY GOVERNMENT,INC,945005.88,2017
LOGAN COUNTY GOVERNMENT,INC,902084.68,2018
LOGAN COUNTY GOVERNMENT,INC,1031736.67,2019
LOGAN COUNTY GOVERNMENT,INC,981520.51,2020
LOGAN COUNTY GOVERNMENT,INC,1296287.06,2021
LOGAN COUNTY GOVERNMENT,INC,1436025.41,2022
LOGAN COUNTY GOVERNMENT,INC,1410723.98,2023
LOGAN COUNTY GOVERNMENT,INC,1508154.76,2024
LOGAN COUNTY GOVERNMENT,INC,1608714.23,2025
LOMAX,INC,38754.71,2012
LOMAX,INC,42588.42,2013
LOMAX,INC,43279.92,2014
LOMAX,INC,46562.2,2015
LOMAX,INC,46018.78,2016
LOMAX,INC,42993.38,2017
LOMAX,INC,41040.82,2018
LOMAX,INC,46939.04,2019
LOMAX,INC,44654.19,2020
LOMAX,INC,58974.44,2021
LOMAX,INC,64531.26,2022
LOMAX,INC,62962.7,2023
LOMAX,INC,67311.16,2024
LOMAX,INC,71799.19,2025
LOMBARD,INC,3684689.92,2012
LOMBARD,INC,4063048.14,2013
LOMBARD,INC,4136905.07,2014
LOMBARD,INC,4450602.79,2015
LOMBARD,INC,4398626.69,2016
LOMBARD,INC,4109483.02,2017
LOMBARD,INC,3922834.52,2018
LOMBARD,INC,4486642.04,2019
